date,precip,cloud cover,solar radiation,humidity,pressure,UV index,temp min,temp max,solar energy,PV output
2020-09-01,0.0,54.1,137.2,76.5,1020.6,5.0,8.5,17.8,11.8,4.888
2020-09-02,0.153,78.5,95.1,84.7,1018.5,4.0,9.4,16.9,8.3,3.5460000000000003
2020-09-03,2.493,83.0,77.5,92.1,1016.5,3.0,13.4,18.6,6.7,2.417
2020-09-04,0.057,75.2,91.0,84.9,1021.9,4.0,11.8,16.5,8.0,3.323
2020-09-05,0.62,52.5,141.5,79.7,1023.0,6.0,9.7,16.0,12.2,4.59
2020-09-06,2.571,65.1,144.8,86.4,1021.7,5.0,11.3,16.9,12.6,4.126
2020-09-07,0.883,68.7,110.1,91.0,1024.3,4.0,9.6,16.5,9.4,2.564
2020-09-08,0.672,84.8,101.4,91.1,1025.7,4.0,14.2,19.7,8.7,3.785
2020-09-09,0.234,68.7,108.1,87.5,1024.5,4.0,11.3,19.2,9.3,3.602
2020-09-10,0.0,72.6,147.4,74.8,1023.8,6.0,8.8,17.3,12.7,4.474
2020-09-11,0.0,74.9,74.9,81.3,1018.1,3.0,8.5,15.5,6.5,3.365
2020-09-12,0.353,60.1,160.6,80.9,1019.9,5.0,11.9,19.1,13.9,4.018
2020-09-13,0.024,40.9,186.8,84.4,1023.4,6.0,11.3,20.4,16.1,4.151
2020-09-14,0.038,34.0,187.3,72.0,1020.2,6.0,11.4,25.4,16.1,4.08
2020-09-15,0.013,67.0,114.7,73.9,1018.8,4.0,14.1,22.0,10.0,2.975
2020-09-16,0.126,57.3,150.7,84.6,1023.5,5.0,14.7,23.1,12.9,3.128
2020-09-17,0.0,36.8,172.4,73.8,1026.5,6.0,12.6,20.2,14.9,3.902
2020-09-18,0.0,22.8,162.3,71.4,1021.2,6.0,9.2,19.3,13.8,4.096
2020-09-19,0.0,63.5,139.0,74.2,1016.5,5.0,11.1,20.4,12.1,1.288
2020-09-20,0.0,54.4,144.8,77.6,1018.2,6.0,12.3,20.8,12.6,3.679
2020-09-21,0.0,0.0,165.0,74.4,1017.6,6.0,10.7,23.8,14.4,3.725
2020-09-22,0.024,69.6,52.0,91.3,1010.1,2.0,11.0,16.0,4.5,2.97
2020-09-23,4.499,71.5,60.9,91.7,1001.3,3.0,8.1,14.5,5.0,2.94
2020-09-24,5.305,54.7,139.8,80.8,994.9,5.0,7.4,12.6,11.9,1.992
2020-09-25,0.911,35.9,159.5,74.0,1006.9,6.0,6.9,13.9,13.7,3.835
2020-09-26,0.244,28.5,176.2,67.3,1015.0,6.0,5.9,13.0,15.3,3.956
2020-09-27,0.0,40.1,169.3,72.0,1016.0,6.0,7.7,15.6,14.6,3.845
2020-09-28,0.61,81.5,76.0,94.1,1014.7,5.0,5.5,16.3,6.7,2.965
2020-09-29,2.043,68.2,97.2,85.3,1016.0,4.0,9.0,16.2,8.3,3.25
2020-09-30,12.968,69.6,33.2,94.2,1006.1,1.0,8.6,13.8,2.7,0.708
